claim_text,source,link
False statement that Uhuru Kenyatta introduced a 40% tax on mobile money.,PesaCheck,https://pesacheck.org/12850
Anonymous blog post links Ndindi Nyoro to a foreign interference scandal.,AfricaCheck,https://africacheck.org/87801
Claim circulating that Rigathi Gachagua cancelled HELB loans permanently.,AfricaCheck,https://africacheck.org/72072
Rumor that Martha Karua is behind tribal clashes in rural areas.,AfricaCheck,https://africacheck.org/88766
False statement that Kalonzo Musyoka introduced a 40% tax on mobile money.,AfricaCheck,https://africacheck.org/49344
Social media post states William Ruto funds opposition campaigns.,PesaCheck,https://pesacheck.org/65179
Rumor that Gachagua is behind tribal clashes in rural areas.,AfricaCheck,https://africacheck.org/87735
Viral tweet falsely claims William Ruto is stepping down from office.,PesaCheck,https://pesacheck.org/49397
Hoax report says Rigathi Gachagua rejected the election results.,PesaCheck,https://pesacheck.org/84447
Viral tweet falsely claims Uhuru Kenyatta is stepping down from office.,AfricaCheck,https://africacheck.org/17051
Rumor that Raila Odinga is behind tribal clashes in rural areas.,PesaCheck,https://pesacheck.org/55364
Claim circulating that Ndindi Nyoro cancelled HELB loans permanently.,PesaCheck,https://pesacheck.org/70370
Viral tweet falsely claims William Ruto is stepping down from office.,PesaCheck,https://pesacheck.org/32553
Rumor that Musalia Mudavadi is behind tribal clashes in rural areas.,PesaCheck,https://pesacheck.org/34195
Social media post states Martha Karua funds opposition campaigns.,AfricaCheck,https://africacheck.org/21818
Viral tweet falsely claims Martha Karua is stepping down from office.,AfricaCheck,https://africacheck.org/10648
Viral tweet falsely claims Ndindi Nyoro is stepping down from office.,AfricaCheck,https://africacheck.org/23095
Hoax report says Ndindi Nyoro rejected the election results.,AfricaCheck,https://africacheck.org/37851
Claim circulating that Ndindi Nyoro cancelled HELB loans permanently.,AfricaCheck,https://africacheck.org/41816
Claim circulating that Raila Odinga cancelled HELB loans permanently.,PesaCheck,https://pesacheck.org/51727
Claim circulating that Uhuru Kenyatta cancelled HELB loans permanently.,AfricaCheck,https://africacheck.org/47118
Anonymous blog post links Gachagua to a foreign interference scandal.,AfricaCheck,https://africacheck.org/80007
Fake image claims Raila Odinga supports unconstitutional laws.,AfricaCheck,https://africacheck.org/97802
Claim: Rigathi Gachagua has been appointed to a public position without proper vetting.,PesaCheck,https://pesacheck.org/89760
Social media post states Uhuru Kenyatta funds opposition campaigns.,AfricaCheck,https://africacheck.org/57484
Hoax report says Kalonzo Musyoka rejected the election results.,PesaCheck,https://pesacheck.org/90028
Claim circulating that Rigathi Gachagua cancelled HELB loans permanently.,PesaCheck,https://pesacheck.org/94617
Viral tweet falsely claims Martha Karua is stepping down from office.,AfricaCheck,https://africacheck.org/34637
Social media post states William Ruto funds opposition campaigns.,AfricaCheck,https://africacheck.org/67068
Fake image claims Raila Odinga supports unconstitutional laws.,AfricaCheck,https://africacheck.org/95726
Claim circulating that Uhuru Kenyatta cancelled HELB loans permanently.,PesaCheck,https://pesacheck.org/47350
Claim circulating that Musalia Mudavadi cancelled HELB loans permanently.,AfricaCheck,https://africacheck.org/14564
Claim circulating that Musalia Mudavadi cancelled HELB loans permanently.,PesaCheck,https://pesacheck.org/31435
Hoax report says Gachagua rejected the election results.,PesaCheck,https://pesacheck.org/70938
Fake image claims Raila Odinga supports unconstitutional laws.,PesaCheck,https://pesacheck.org/95966
Claim: Gachagua has been appointed to a public position without proper vetting.,PesaCheck,https://pesacheck.org/51815
Anonymous blog post links Uhuru Kenyatta to a foreign interference scandal.,AfricaCheck,https://africacheck.org/99954
Claim: Ndindi Nyoro has been appointed to a public position without proper vetting.,AfricaCheck,https://africacheck.org/95697
Claim circulating that Gachagua cancelled HELB loans permanently.,PesaCheck,https://pesacheck.org/49708
Rumor that Gachagua is behind tribal clashes in rural areas.,PesaCheck,https://pesacheck.org/89119
Hoax report says Ndindi Nyoro rejected the election results.,AfricaCheck,https://africacheck.org/72068
Hoax report says Kalonzo Musyoka rejected the election results.,AfricaCheck,https://africacheck.org/24637
Claim circulating that Uhuru Kenyatta cancelled HELB loans permanently.,AfricaCheck,https://africacheck.org/98436
Viral tweet falsely claims Raila Odinga is stepping down from office.,PesaCheck,https://pesacheck.org/54186
Rumor that Rigathi Gachagua is behind tribal clashes in rural areas.,PesaCheck,https://pesacheck.org/77488
False statement that Rigathi Gachagua introduced a 40% tax on mobile money.,AfricaCheck,https://africacheck.org/16362
Rumor that Ndindi Nyoro is behind tribal clashes in rural areas.,PesaCheck,https://pesacheck.org/25931
False statement that Ndindi Nyoro introduced a 40% tax on mobile money.,AfricaCheck,https://africacheck.org/16563
Fake image claims Rigathi Gachagua supports unconstitutional laws.,AfricaCheck,https://africacheck.org/65797
Rumor that Kalonzo Musyoka is behind tribal clashes in rural areas.,PesaCheck,https://pesacheck.org/81139
Viral tweet falsely claims Musalia Mudavadi is stepping down from office.,AfricaCheck,https://africacheck.org/56777
Claim: Gachagua has been appointed to a public position without proper vetting.,AfricaCheck,https://africacheck.org/52550
Claim: Musalia Mudavadi has been appointed to a public position without proper vetting.,PesaCheck,https://pesacheck.org/56824
Hoax report says William Ruto rejected the election results.,AfricaCheck,https://africacheck.org/42588
Misinformation that Uhuru Kenyatta has abolished taxes on essentials.,PesaCheck,https://pesacheck.org/26522
False statement that Uhuru Kenyatta introduced a 40% tax on mobile money.,AfricaCheck,https://africacheck.org/46004
False statement that Kalonzo Musyoka introduced a 40% tax on mobile money.,PesaCheck,https://pesacheck.org/78623
False statement that Rigathi Gachagua introduced a 40% tax on mobile money.,PesaCheck,https://pesacheck.org/20031
Fake image claims Kalonzo Musyoka supports unconstitutional laws.,PesaCheck,https://pesacheck.org/29234
Misinformation that Rigathi Gachagua has abolished taxes on essentials.,AfricaCheck,https://africacheck.org/77191
Fake image claims Raila Odinga supports unconstitutional laws.,AfricaCheck,https://africacheck.org/65381
Claim: Gachagua has been appointed to a public position without proper vetting.,PesaCheck,https://pesacheck.org/43666
Claim circulating that Raila Odinga cancelled HELB loans permanently.,PesaCheck,https://pesacheck.org/35119
Rumor that Rigathi Gachagua is behind tribal clashes in rural areas.,AfricaCheck,https://africacheck.org/90685
Hoax report says David Ndii rejected the election results.,PesaCheck,https://pesacheck.org/16400
Anonymous blog post links Kalonzo Musyoka to a foreign interference scandal.,AfricaCheck,https://africacheck.org/38207
Rumor that Gachagua is behind tribal clashes in rural areas.,PesaCheck,https://pesacheck.org/46287
Claim: David Ndii has been appointed to a public position without proper vetting.,AfricaCheck,https://africacheck.org/33758
Rumor that Musalia Mudavadi is behind tribal clashes in rural areas.,PesaCheck,https://pesacheck.org/63370
Claim: Martha Karua has been appointed to a public position without proper vetting.,AfricaCheck,https://africacheck.org/96142
Rumor that Uhuru Kenyatta is behind tribal clashes in rural areas.,AfricaCheck,https://africacheck.org/70613
Fake image claims Rigathi Gachagua supports unconstitutional laws.,PesaCheck,https://pesacheck.org/39009
Claim: Martha Karua has been appointed to a public position without proper vetting.,AfricaCheck,https://africacheck.org/38974
Anonymous blog post links Raila Odinga to a foreign interference scandal.,AfricaCheck,https://africacheck.org/89864
Anonymous blog post links Ndindi Nyoro to a foreign interference scandal.,AfricaCheck,https://africacheck.org/93200
Fake image claims Rigathi Gachagua supports unconstitutional laws.,AfricaCheck,https://africacheck.org/72338
Claim: David Ndii has been appointed to a public position without proper vetting.,AfricaCheck,https://africacheck.org/54642
Fake image claims Kalonzo Musyoka supports unconstitutional laws.,AfricaCheck,https://africacheck.org/29893
False statement that Ndindi Nyoro introduced a 40% tax on mobile money.,PesaCheck,https://pesacheck.org/79761
Claim circulating that Uhuru Kenyatta cancelled HELB loans permanently.,AfricaCheck,https://africacheck.org/62813
Anonymous blog post links William Ruto to a foreign interference scandal.,PesaCheck,https://pesacheck.org/92756
Hoax report says Ndindi Nyoro rejected the election results.,AfricaCheck,https://africacheck.org/20891
Hoax report says Martha Karua rejected the election results.,AfricaCheck,https://africacheck.org/49850
Fake image claims Musalia Mudavadi supports unconstitutional laws.,AfricaCheck,https://africacheck.org/98408
Claim: Ndindi Nyoro has been appointed to a public position without proper vetting.,PesaCheck,https://pesacheck.org/91902
Viral tweet falsely claims Rigathi Gachagua is stepping down from office.,AfricaCheck,https://africacheck.org/84041
Claim circulating that Gachagua cancelled HELB loans permanently.,PesaCheck,https://pesacheck.org/47209
False statement that David Ndii introduced a 40% tax on mobile money.,PesaCheck,https://pesacheck.org/59189
Viral tweet falsely claims David Ndii is stepping down from office.,AfricaCheck,https://africacheck.org/89576
Misinformation that Raila Odinga has abolished taxes on essentials.,AfricaCheck,https://africacheck.org/38613
Misinformation that Martha Karua has abolished taxes on essentials.,AfricaCheck,https://africacheck.org/33412
Claim circulating that Uhuru Kenyatta cancelled HELB loans permanently.,AfricaCheck,https://africacheck.org/56140
Claim circulating that Martha Karua cancelled HELB loans permanently.,AfricaCheck,https://africacheck.org/51864
Misinformation that Kalonzo Musyoka has abolished taxes on essentials.,AfricaCheck,https://africacheck.org/75838
Hoax report says David Ndii rejected the election results.,AfricaCheck,https://africacheck.org/39504
False statement that Gachagua introduced a 40% tax on mobile money.,AfricaCheck,https://africacheck.org/47523
Viral tweet falsely claims Ndindi Nyoro is stepping down from office.,PesaCheck,https://pesacheck.org/62435
Claim: Musalia Mudavadi has been appointed to a public position without proper vetting.,AfricaCheck,https://africacheck.org/70820
Misinformation that Uhuru Kenyatta has abolished taxes on essentials.,AfricaCheck,https://africacheck.org/86042
Claim circulating that Gachagua cancelled HELB loans permanently.,AfricaCheck,https://africacheck.org/34756
Anonymous blog post links William Ruto to a foreign interference scandal.,PesaCheck,https://pesacheck.org/28162
Anonymous blog post links Rigathi Gachagua to a foreign interference scandal.,PesaCheck,https://pesacheck.org/88586
Claim circulating that Rigathi Gachagua cancelled HELB loans permanently.,PesaCheck,https://pesacheck.org/52601
Social media post states Rigathi Gachagua funds opposition campaigns.,PesaCheck,https://pesacheck.org/84620
Misinformation that Ndindi Nyoro has abolished taxes on essentials.,AfricaCheck,https://africacheck.org/12977
Claim circulating that Rigathi Gachagua cancelled HELB loans permanently.,PesaCheck,https://pesacheck.org/31152
Fake image claims Ndindi Nyoro supports unconstitutional laws.,PesaCheck,https://pesacheck.org/32965
Social media post states Ndindi Nyoro funds opposition campaigns.,AfricaCheck,https://africacheck.org/27386
Misinformation that Musalia Mudavadi has abolished taxes on essentials.,PesaCheck,https://pesacheck.org/37132
False statement that Rigathi Gachagua introduced a 40% tax on mobile money.,AfricaCheck,https://africacheck.org/42118
False statement that Rigathi Gachagua introduced a 40% tax on mobile money.,PesaCheck,https://pesacheck.org/33183
Hoax report says Ndindi Nyoro rejected the election results.,PesaCheck,https://pesacheck.org/89168
